idind	idcol	Thu20	Thu21	Thu22	Thu23	Thu24	Thu25	Thu26	Thu27	Thu28	Thu29	Thu30	Thu31	Thu32	Thu33	Thu34	Thu35	Thu36	Thu37	Thu38	Thu39	run	col_origin	proba_col_origin	col_inferred	natal_disperser	proba_bin	proba_rank
1409	Thu21	0.018	0.228	0.014	0.011	0.008	0.02	0.014	0.021	0.252	0.016	0.107	0.114	0.037	0.019	0.012	0.028	0.022	0.018	0.021	0.018	7	Thu35	0.028	Thu28	TRUE	0.25 < p < 0.5	6
1410	Thu20	0.066	0.107	0.029	0.02	0.009	0.045	0.034	0.051	0.131	0.03	0.058	0.029	0.032	0.049	0.035	0.055	0.052	0.061	0.053	0.056	7	Thu39	0.056	Thu28	TRUE	0.1 < p < 0.25	6
1411	Thu33	0.069	0.088	0.024	0.015	0.013	0.091	0.034	0.052	0.065	0.038	0.04	0.045	0.093	0.062	0.036	0.055	0.045	0.045	0.048	0.042	7	Thu33	0.062	Thu32	FALSE	p < 0.1	6
1412	Thu37	0.047	0.015	0.02	0.035	0.008	0.11	0.021	0.053	0.011	0.024	0.007	0.024	0.05	0.183	0.017	0.013	0.103	0.18	0.05	0.029	7	Thu32	0.05	Thu33	TRUE	0.1 < p < 0.25	6
1414	Thu37	0.052	0.014	0.034	0.032	0.008	0.133	0.024	0.12	0.014	0.033	0.012	0.041	0.042	0.089	0.019	0.009	0.126	0.09	0.044	0.064	7	Thu39	0.064	Thu25	TRUE	0.1 < p < 0.25	6
1416	Thu32	0.057	0.052	0.017	0.046	0.039	0.09	0.041	0.115	0.021	0.027	0.007	0.011	0.087	0.097	0.025	0.039	0.016	0.144	0.033	0.035	7	Thu20	0.057	Thu37	TRUE	0.1 < p < 0.25	6
1417	Thu37	0.072	0.02	0.035	0.051	0.009	0.049	0.072	0.105	0.014	0.051	0.008	0.015	0.087	0.071	0.05	0.009	0.06	0.128	0.051	0.043	7	Thu33	0.071	Thu37	TRUE	0.1 < p < 0.25	6
1422	Thu38	0.055	0.014	0.035	0.03	0.026	0.02	0.076	0.076	0.008	0.039	0.009	0.011	0.03	0.17	0.096	0.024	0.049	0.078	0.112	0.042	7	Thu27	0.076	Thu33	TRUE	0.1 < p < 0.25	6
1424	Thu33	0.076	0.012	0.043	0.036	0.01	0.062	0.078	0.125	0.009	0.068	0.008	0.016	0.051	0.081	0.066	0.014	0.028	0.06	0.064	0.093	7	Thu29	0.068	Thu27	TRUE	0.1 < p < 0.25	6
1426	Thu36	0.064	0.011	0.041	0.019	0.007	0.022	0.079	0.171	0.008	0.057	0.008	0.009	0.03	0.039	0.142	0.015	0.143	0.06	0.039	0.036	7	Thu37	0.06	Thu27	TRUE	0.1 < p < 0.25	6
1433	Thu39	0.052	0.017	0.045	0.04	0.009	0.057	0.037	0.147	0.015	0.061	0.013	0.019	0.067	0.077	0.034	0.009	0.067	0.07	0.071	0.092	7	Thu32	0.067	Thu27	TRUE	0.1 < p < 0.25	6
1435	Thu33	0.039	0.016	0.039	0.029	0.008	0.02	0.037	0.099	0.012	0.046	0.011	0.015	0.032	0.075	0.04	0.017	0.239	0.078	0.098	0.048	7	Thu39	0.048	Thu36	TRUE	0.1 < p < 0.25	6
1438	Thu39	0.042	0.183	0.037	0.027	0.012	0.028	0.042	0.038	0.059	0.052	0.102	0.101	0.058	0.037	0.023	0.013	0.049	0.03	0.034	0.035	7	Thu29	0.052	Thu21	TRUE	0.1 < p < 0.25	6
1439	Thu20	0.059	0.013	0.078	0.038	0.007	0.02	0.169	0.071	0.014	0.027	0.011	0.015	0.024	0.039	0.148	0.01	0.096	0.072	0.043	0.048	7	Thu27	0.071	Thu26	TRUE	0.1 < p < 0.25	6
1447	Thu33	0.042	0.01	0.039	0.024	0.007	0.023	0.073	0.206	0.011	0.038	0.008	0.01	0.026	0.031	0.18	0.013	0.097	0.073	0.032	0.054	7	Thu39	0.054	Thu27	TRUE	0.1 < p < 0.25	6
1448	Thu33	0.047	0.013	0.053	0.05	0.008	0.033	0.042	0.183	0.013	0.064	0.013	0.019	0.06	0.045	0.042	0.011	0.125	0.063	0.051	0.066	7	Thu32	0.06	Thu27	TRUE	0.1 < p < 0.25	6
1451	Thu32	0.028	0.125	0.022	0.016	0.014	0.022	0.03	0.054	0.077	0.029	0.063	0.099	0.168	0.053	0.021	0.017	0.07	0.032	0.034	0.026	7	Thu30	0.063	Thu32	TRUE	0.1 < p < 0.25	6
1452	Thu32	0.042	0.074	0.03	0.019	0.018	0.026	0.046	0.072	0.043	0.046	0.029	0.046	0.093	0.088	0.03	0.011	0.119	0.049	0.08	0.038	7	Thu27	0.072	Thu36	TRUE	0.1 < p < 0.25	6
1453	Thu33	0.031	0.008	0.099	0.027	0.007	0.039	0.027	0.048	0.007	0.036	0.007	0.008	0.032	0.19	0.047	0.009	0.163	0.089	0.093	0.033	7	Thu27	0.048	Thu33	TRUE	0.1 < p < 0.25	6
1461	Thu20	0.067	0.025	0.043	0.027	0.009	0.156	0.04	0.055	0.017	0.042	0.015	0.027	0.084	0.061	0.089	0.016	0.022	0.057	0.052	0.096	7	Thu33	0.061	Thu25	TRUE	0.1 < p < 0.25	6
1469	Thu26	0.098	0.1	0.035	0.027	0.012	0.061	0.086	0.035	0.064	0.071	0.063	0.037	0.056	0.036	0.056	0.009	0.043	0.036	0.032	0.044	7	Thu30	0.063	Thu21	TRUE	0.1 < p < 0.25	6
1470	Thu20	0.11	0.014	0.032	0.017	0.007	0.026	0.09	0.092	0.011	0.055	0.009	0.009	0.024	0.041	0.165	0.018	0.119	0.073	0.051	0.036	7	Thu37	0.073	Thu34	TRUE	0.1 < p < 0.25	6
1479	Thu22	0.062	0.019	0.031	0.075	0.011	0.035	0.044	0.041	0.016	0.041	0.013	0.068	0.036	0.077	0.025	0.095	0.025	0.058	0.123	0.106	7	Thu31	0.068	Thu38	TRUE	0.1 < p < 0.25	6
1481	Thu37	0.098	0.021	0.034	0.033	0.007	0.051	0.041	0.097	0.018	0.059	0.016	0.015	0.049	0.066	0.049	0.027	0.086	0.092	0.072	0.069	7	Thu39	0.069	Thu20	TRUE	p < 0.1	6
1483	Thu20	0.044	0.116	0.03	0.026	0.008	0.032	0.025	0.033	0.087	0.036	0.065	0.061	0.057	0.068	0.026	0.037	0.077	0.056	0.074	0.041	7	Thu30	0.065	Thu21	TRUE	0.1 < p < 0.25	6
1487	Thu39	0.068	0.019	0.032	0.084	0.011	0.031	0.052	0.029	0.014	0.042	0.013	0.034	0.032	0.126	0.031	0.063	0.034	0.061	0.147	0.077	7	Thu35	0.063	Thu38	TRUE	0.1 < p < 0.25	6
1489	Thu33	0.065	0.021	0.037	0.046	0.006	0.027	0.065	0.099	0.039	0.035	0.02	0.016	0.027	0.038	0.09	0.018	0.116	0.105	0.046	0.083	7	Thu20	0.065	Thu36	TRUE	0.1 < p < 0.25	6
1491	Thu33	0.064	0.021	0.035	0.054	0.006	0.05	0.046	0.093	0.037	0.037	0.02	0.016	0.037	0.056	0.06	0.014	0.074	0.109	0.053	0.118	7	Thu34	0.06	Thu39	TRUE	0.1 < p < 0.25	6
1492	Thu32	0.066	0.025	0.031	0.071	0.007	0.097	0.022	0.062	0.03	0.048	0.029	0.02	0.077	0.099	0.023	0.017	0.052	0.075	0.06	0.089	7	Thu23	0.071	Thu33	TRUE	p < 0.1	6
1493	Thu33	0.07	0.012	0.034	0.037	0.007	0.067	0.048	0.132	0.014	0.046	0.01	0.01	0.041	0.048	0.118	0.016	0.063	0.097	0.046	0.083	7	Thu25	0.067	Thu27	TRUE	0.1 < p < 0.25	6
1495	Thu33	0.112	0.037	0.031	0.082	0.023	0.044	0.116	0.028	0.018	0.071	0.019	0.076	0.032	0.045	0.033	0.029	0.019	0.037	0.067	0.08	7	Thu29	0.071	Thu26	TRUE	0.1 < p < 0.25	6
1498	Thu37	0.093	0.018	0.038	0.027	0.008	0.029	0.064	0.099	0.016	0.057	0.014	0.012	0.033	0.042	0.112	0.032	0.132	0.081	0.052	0.042	7	Thu26	0.064	Thu36	TRUE	0.1 < p < 0.25	6
1499	Thu37	0.119	0.037	0.031	0.068	0.013	0.065	0.057	0.035	0.018	0.086	0.022	0.044	0.043	0.064	0.025	0.03	0.032	0.052	0.076	0.082	7	Thu25	0.065	Thu20	TRUE	0.1 < p < 0.25	6
1502	Thu33	0.021	0.018	0.014	0.015	0.05	0.04	0.016	0.014	0.036	0.017	0.018	0.233	0.022	0.025	0.013	0.352	0.018	0.02	0.035	0.025	7	Thu38	0.035	Thu35	TRUE	0.25 < p < 0.5	6
1512	Thu33	0.037	0.016	0.041	0.021	0.014	0.159	0.02	0.09	0.015	0.037	0.017	0.029	0.163	0.063	0.021	0.062	0.037	0.048	0.047	0.062	7	Thu39	0.062	Thu32	TRUE	0.1 < p < 0.25	6
1513	Thu27	0.031	0.005	0.041	0.024	0.008	0.094	0.027	0.124	0.005	0.032	0.005	0.013	0.057	0.128	0.024	0.006	0.24	0.066	0.032	0.035	7	Thu32	0.057	Thu36	TRUE	0.1 < p < 0.25	6
1514	Thu20	0.036	0.009	0.044	0.017	0.008	0.041	0.1	0.072	0.008	0.022	0.008	0.039	0.034	0.143	0.014	0.007	0.079	0.198	0.041	0.08	7	Thu27	0.072	Thu37	TRUE	0.1 < p < 0.25	6
1515	Thu36	0.021	0.006	0.038	0.015	0.008	0.044	0.024	0.223	0.004	0.035	0.005	0.01	0.184	0.059	0.05	0.01	0.129	0.053	0.038	0.043	7	Thu34	0.05	Thu27	TRUE	0.1 < p < 0.25	6
1521	Thu32	0.023	0.008	0.045	0.03	0.009	0.028	0.022	0.138	0.006	0.043	0.007	0.016	0.088	0.12	0.019	0.013	0.156	0.067	0.099	0.063	7	Thu37	0.067	Thu36	TRUE	0.1 < p < 0.25	6
1525	Thu32	0.018	0.007	0.048	0.032	0.013	0.021	0.023	0.103	0.006	0.044	0.006	0.013	0.078	0.101	0.02	0.01	0.256	0.052	0.11	0.039	7	Thu37	0.052	Thu36	TRUE	0.25 < p < 0.5	6
1526	Thu32	0.023	0.016	0.03	0.018	0.01	0.028	0.025	0.138	0.012	0.037	0.014	0.047	0.274	0.081	0.016	0.015	0.084	0.042	0.044	0.047	7	Thu39	0.047	Thu32	TRUE	0.25 < p < 0.5	6
1531	Thu37	0.019	0.015	0.015	0.013	0.012	0.024	0.026	0.028	0.022	0.016	0.016	0.477	0.163	0.02	0.015	0.009	0.029	0.024	0.019	0.04	7	Thu26	0.026	Thu31	TRUE	0.25 < p < 0.5	6
1534	Thu39	0.085	0.005	0.026	0.019	0.007	0.089	0.021	0.075	0.005	0.075	0.005	0.006	0.093	0.131	0.032	0.005	0.096	0.062	0.03	0.133	7	Thu20	0.085	Thu39	TRUE	0.1 < p < 0.25	6
1536	Thu39	0.078	0.017	0.048	0.024	0.007	0.09	0.038	0.068	0.017	0.055	0.016	0.016	0.113	0.068	0.021	0.009	0.041	0.074	0.057	0.143	7	Thu27	0.068	Thu39	TRUE	0.1 < p < 0.25	6
1543	Thu33	0.017	0.03	0.025	0.015	0.01	0.023	0.015	0.035	0.035	0.017	0.036	0.108	0.411	0.022	0.014	0.064	0.046	0.027	0.025	0.025	7	Thu27	0.035	Thu32	TRUE	0.25 < p < 0.5	6
1546	Thu25	0.102	0.022	0.045	0.056	0.016	0.044	0.024	0.04	0.02	0.085	0.019	0.045	0.039	0.073	0.014	0.05	0.046	0.043	0.07	0.145	7	Thu23	0.056	Thu39	TRUE	0.1 < p < 0.25	6
1549	Thu27	0.023	0.012	0.036	0.03	0.008	0.06	0.016	0.09	0.015	0.02	0.019	0.069	0.307	0.046	0.012	0.009	0.113	0.054	0.02	0.04	7	Thu37	0.054	Thu32	TRUE	0.25 < p < 0.5	6
1552	Thu20	0.067	0.015	0.055	0.038	0.063	0.05	0.059	0.048	0.01	0.174	0.016	0.02	0.068	0.028	0.063	0.006	0.062	0.036	0.063	0.059	7	Thu38	0.063	Thu29	TRUE	0.1 < p < 0.25	6
1560	Thu20	0.087	0.019	0.073	0.051	0.016	0.058	0.162	0.033	0.01	0.153	0.015	0.019	0.038	0.031	0.047	0.006	0.058	0.034	0.038	0.053	7	Thu36	0.058	Thu26	TRUE	0.1 < p < 0.25	6
1562	Thu33	0.028	0.005	0.033	0.024	0.008	0.172	0.026	0.092	0.005	0.031	0.005	0.007	0.215	0.076	0.075	0.005	0.062	0.051	0.026	0.052	7	Thu36	0.062	Thu32	TRUE	0.1 < p < 0.25	6
1568	Thu37	0.038	0.008	0.045	0.044	0.008	0.064	0.028	0.137	0.008	0.055	0.009	0.018	0.134	0.069	0.022	0.009	0.072	0.068	0.07	0.093	7	Thu33	0.069	Thu27	TRUE	0.1 < p < 0.25	6
1569	Thu37	0.057	0.011	0.041	0.022	0.007	0.037	0.046	0.149	0.009	0.053	0.01	0.015	0.068	0.078	0.038	0.018	0.101	0.086	0.079	0.076	7	Thu39	0.076	Thu27	TRUE	0.1 < p < 0.25	6
1573	Thu26	0.068	0.011	0.073	0.068	0.011	0.024	0.276	0.029	0.008	0.034	0.009	0.037	0.03	0.043	0.047	0.012	0.042	0.05	0.06	0.067	7	Thu38	0.06	Thu26	TRUE	0.25 < p < 0.5	6
1575	Thu37	0.059	0.012	0.042	0.068	0.008	0.026	0.019	0.089	0.012	0.098	0.012	0.016	0.042	0.104	0.013	0.008	0.091	0.055	0.059	0.166	7	Thu23	0.068	Thu39	TRUE	0.1 < p < 0.25	6
1576	Thu32	0.031	0.008	0.114	0.02	0.008	0.028	0.046	0.076	0.008	0.03	0.007	0.011	0.035	0.084	0.052	0.01	0.151	0.118	0.111	0.053	7	Thu27	0.076	Thu36	TRUE	0.1 < p < 0.25	6
1577	Thu26	0.074	0.01	0.299	0.018	0.008	0.031	0.136	0.039	0.008	0.062	0.008	0.023	0.029	0.035	0.032	0.006	0.048	0.052	0.043	0.036	7	Thu36	0.048	Thu22	TRUE	0.25 < p < 0.5	6
1579	Thu33	0.037	0.008	0.034	0.033	0.007	0.062	0.02	0.111	0.007	0.044	0.008	0.014	0.099	0.125	0.022	0.024	0.084	0.085	0.091	0.086	7	Thu37	0.085	Thu33	TRUE	0.1 < p < 0.25	6
1581	Thu26	0.065	0.017	0.292	0.019	0.011	0.027	0.112	0.034	0.014	0.055	0.013	0.041	0.031	0.041	0.026	0.007	0.053	0.053	0.054	0.036	7	Thu36	0.053	Thu22	TRUE	0.25 < p < 0.5	6
1585	Thu27	0.071	0.006	0.035	0.029	0.006	0.086	0.032	0.168	0.006	0.062	0.006	0.012	0.101	0.038	0.044	0.029	0.062	0.077	0.05	0.079	7	Thu20	0.071	Thu27	TRUE	0.1 < p < 0.25	6
1586	Thu24	0.055	0.006	0.035	0.038	0.008	0.122	0.022	0.11	0.006	0.065	0.006	0.014	0.148	0.051	0.023	0.015	0.058	0.065	0.073	0.081	7	Thu29	0.065	Thu32	TRUE	0.1 < p < 0.25	6
1587	Thu37	0.073	0.007	0.033	0.026	0.007	0.069	0.029	0.127	0.006	0.067	0.007	0.012	0.101	0.05	0.037	0.054	0.085	0.079	0.068	0.062	7	Thu25	0.069	Thu27	TRUE	0.1 < p < 0.25	6
1588	Thu20	0.066	0.008	0.032	0.024	0.008	0.082	0.025	0.084	0.007	0.067	0.007	0.015	0.104	0.076	0.024	0.019	0.077	0.077	0.132	0.067	7	Thu37	0.077	Thu38	TRUE	0.1 < p < 0.25	6
1589	Thu33	0.074	0.008	0.027	0.021	0.007	0.13	0.024	0.096	0.007	0.059	0.007	0.012	0.103	0.078	0.027	0.029	0.045	0.076	0.091	0.08	7	Thu33	0.078	Thu25	FALSE	0.1 < p < 0.25	6
1593	Thu27	0.105	0.012	0.045	0.047	0.011	0.107	0.089	0.046	0.009	0.089	0.012	0.019	0.08	0.042	0.049	0.011	0.061	0.053	0.047	0.067	7	Thu39	0.067	Thu25	TRUE	0.1 < p < 0.25	6
1596	Thu33	0.044	0.006	0.025	0.02	0.007	0.202	0.026	0.047	0.006	0.031	0.006	0.007	0.148	0.113	0.071	0.006	0.078	0.064	0.043	0.049	7	Thu37	0.064	Thu25	TRUE	0.1 < p < 0.25	6
1599	Thu22	0.053	0.011	0.04	0.046	0.009	0.055	0.033	0.062	0.011	0.055	0.01	0.023	0.09	0.068	0.021	0.009	0.11	0.073	0.14	0.082	7	Thu33	0.068	Thu38	TRUE	0.1 < p < 0.25	6
1603	Thu37	0.074	0.016	0.022	0.034	0.008	0.032	0.016	0.074	0.016	0.084	0.015	0.028	0.08	0.1	0.013	0.037	0.113	0.062	0.058	0.118	7	Thu20	0.074	Thu39	TRUE	0.1 < p < 0.25	6
1607	Thu26	0.072	0.011	0.04	0.035	0.008	0.036	0.052	0.055	0.011	0.051	0.01	0.012	0.056	0.074	0.041	0.011	0.193	0.083	0.095	0.053	7	Thu32	0.056	Thu36	TRUE	0.1 < p < 0.25	6
1610	Thu39	0.062	0.009	0.03	0.03	0.007	0.193	0.033	0.107	0.01	0.043	0.008	0.011	0.097	0.051	0.042	0.009	0.027	0.071	0.042	0.118	7	Thu20	0.062	Thu25	TRUE	0.1 < p < 0.25	6
1613	Thu33	0.055	0.008	0.033	0.034	0.007	0.053	0.028	0.081	0.007	0.047	0.008	0.011	0.071	0.079	0.043	0.054	0.139	0.103	0.082	0.057	7	Thu32	0.071	Thu36	TRUE	0.1 < p < 0.25	6
1615	Thu31	0.014	0.322	0.009	0.01	0.008	0.01	0.013	0.009	0.241	0.012	0.202	0.055	0.017	0.012	0.009	0.008	0.013	0.011	0.013	0.011	7	Thu20	0.014	Thu21	TRUE	0.25 < p < 0.5	6
1616	Thu37	0.056	0.096	0.032	0.018	0.013	0.045	0.046	0.037	0.108	0.036	0.054	0.051	0.092	0.06	0.032	0.014	0.048	0.047	0.066	0.049	7	Thu20	0.056	Thu28	TRUE	0.1 < p < 0.25	6
1620	Thu32	0.044	0.016	0.02	0.014	0.013	0.034	0.037	0.022	0.011	0.172	0.018	0.013	0.246	0.05	0.017	0.022	0.071	0.096	0.047	0.036	7	Thu38	0.047	Thu32	TRUE	0.1 < p < 0.25	6
1623	Thu23	0.094	0.008	0.032	0.036	0.016	0.098	0.092	0.049	0.013	0.116	0.013	0.01	0.065	0.036	0.1	0.007	0.048	0.072	0.031	0.062	7	Thu37	0.072	Thu29	TRUE	0.1 < p < 0.25	6
1624	Thu28	0.009	0.353	0.013	0.007	0.01	0.08	0.009	0.007	0.253	0.009	0.14	0.014	0.009	0.017	0.009	0.021	0.006	0.015	0.011	0.009	7	Thu33	0.017	Thu21	TRUE	0.25 < p < 0.5	6
1625	Thu28	0.008	0.455	0.006	0.007	0.005	0.008	0.008	0.006	0.377	0.007	0.04	0.012	0.009	0.008	0.008	0.006	0.006	0.009	0.008	0.007	7	Thu37	0.009	Thu21	TRUE	0.25 < p < 0.5	6
1626	Thu28	0.006	0.31	0.005	0.006	0.005	0.006	0.007	0.005	0.383	0.006	0.206	0.01	0.006	0.005	0.006	0.005	0.005	0.006	0.006	0.006	7	Thu20	0.006	Thu28	TRUE	0.25 < p < 0.5	6
1633	Thu32	0.058	0.026	0.044	0.027	0.013	0.058	0.073	0.077	0.018	0.085	0.02	0.014	0.055	0.069	0.083	0.01	0.029	0.074	0.091	0.077	7	Thu37	0.074	Thu38	TRUE	p < 0.1	6
1638	Thu23	0.09	0.041	0.029	0.032	0.009	0.069	0.088	0.042	0.03	0.058	0.027	0.027	0.036	0.046	0.055	0.019	0.012	0.068	0.082	0.141	7	Thu37	0.068	Thu39	TRUE	0.1 < p < 0.25	6
1659	Thu28	0.007	0.17	0.005	0.006	0.006	0.006	0.007	0.006	0.518	0.006	0.206	0.011	0.007	0.006	0.006	0.006	0.005	0.006	0.006	0.006	7	Thu26	0.007	Thu28	TRUE	p > 0.5	6
1667	Thu28	0.007	0.209	0.005	0.006	0.005	0.007	0.007	0.006	0.651	0.006	0.031	0.009	0.008	0.007	0.006	0.006	0.005	0.007	0.006	0.006	7	Thu20	0.007	Thu28	TRUE	p > 0.5	6
1668	Thu28	0.007	0.185	0.007	0.006	0.005	0.007	0.006	0.006	0.427	0.007	0.271	0.01	0.008	0.007	0.006	0.008	0.006	0.007	0.007	0.007	7	Thu35	0.008	Thu28	TRUE	0.25 < p < 0.5	6
1669	Thu30	0.009	0.133	0.009	0.008	0.006	0.01	0.009	0.009	0.38	0.008	0.336	0.013	0.01	0.009	0.009	0.009	0.008	0.009	0.009	0.01	7	Thu32	0.01	Thu28	TRUE	0.25 < p < 0.5	6
1672	Thu28	0.006	0.126	0.005	0.005	0.005	0.006	0.006	0.006	0.65	0.006	0.122	0.009	0.007	0.006	0.006	0.006	0.005	0.006	0.006	0.006	7	Thu20	0.006	Thu28	TRUE	p > 0.5	6
1673	Thu30	0.006	0.245	0.005	0.005	0.004	0.005	0.006	0.005	0.441	0.005	0.227	0.006	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	7	Thu31	0.006	Thu28	TRUE	0.25 < p < 0.5	6
1675	Thu25	0.05	0.03	0.164	0.05	0.042	0.019	0.068	0.042	0.019	0.061	0.09	0.015	0.066	0.019	0.122	0.008	0.033	0.033	0.038	0.028	7	Thu29	0.061	Thu22	TRUE	0.1 < p < 0.25	6
1679	Thu30	0.007	0.778	0.007	0.006	0.012	0.006	0.009	0.007	0.04	0.007	0.056	0.008	0.006	0.008	0.007	0.006	0.005	0.007	0.009	0.008	7	Thu38	0.009	Thu21	TRUE	p > 0.5	6
1687	Thu28	0.021	0.178	0.016	0.021	0.006	0.023	0.019	0.013	0.49	0.014	0.08	0.011	0.017	0.014	0.017	0.006	0.008	0.021	0.012	0.016	7	Thu23	0.021	Thu28	TRUE	0.25 < p < 0.5	6
1688	Thu28	0.008	0.111	0.012	0.01	0.005	0.007	0.007	0.009	0.218	0.008	0.529	0.008	0.015	0.007	0.008	0.005	0.008	0.008	0.008	0.008	7	Thu23	0.01	Thu30	TRUE	p > 0.5	6
1695	Thu38	0.051	0.031	0.044	0.07	0.008	0.03	0.038	0.059	0.047	0.05	0.056	0.016	0.037	0.058	0.043	0.03	0.104	0.091	0.076	0.06	7	Thu27	0.059	Thu36	TRUE	0.1 < p < 0.25	6
1701	Thu28	0.008	0.203	0.006	0.008	0.006	0.008	0.008	0.007	0.293	0.008	0.372	0.013	0.01	0.008	0.007	0.007	0.008	0.007	0.007	0.007	7	Thu20	0.008	Thu30	TRUE	0.25 < p < 0.5	6
1704	Thu28	0.011	0.19	0.009	0.008	0.006	0.01	0.011	0.009	0.43	0.01	0.219	0.011	0.01	0.01	0.01	0.006	0.008	0.01	0.011	0.011	7	Thu31	0.011	Thu28	TRUE	0.25 < p < 0.5	6
1705	Thu21	0.014	0.47	0.017	0.011	0.019	0.015	0.018	0.015	0.224	0.013	0.049	0.013	0.018	0.02	0.012	0.01	0.013	0.019	0.017	0.015	7	Thu37	0.019	Thu21	TRUE	0.25 < p < 0.5	6
1708	Thu29	0.076	0.018	0.04	0.034	0.017	0.042	0.046	0.037	0.012	0.113	0.024	0.017	0.103	0.063	0.013	0.013	0.113	0.06	0.095	0.065	7	Thu39	0.065	Thu29	TRUE	0.1 < p < 0.25	6
1710	Thu33	0.08	0.024	0.034	0.02	0.008	0.036	0.048	0.068	0.025	0.051	0.033	0.012	0.08	0.087	0.022	0.025	0.076	0.108	0.072	0.093	7	Thu36	0.076	Thu37	TRUE	0.1 < p < 0.25	6
1711	Thu22	0.055	0.017	0.034	0.034	0.009	0.05	0.025	0.051	0.019	0.053	0.031	0.014	0.149	0.105	0.013	0.016	0.07	0.081	0.085	0.089	7	Thu36	0.07	Thu32	TRUE	0.1 < p < 0.25	6
1712	Thu32	0.088	0.015	0.033	0.016	0.008	0.042	0.046	0.094	0.013	0.064	0.017	0.011	0.093	0.073	0.025	0.035	0.067	0.102	0.073	0.084	7	Thu33	0.073	Thu37	TRUE	0.1 < p < 0.25	6
1716	Thu32	0.058	0.011	0.029	0.024	0.011	0.043	0.021	0.115	0.011	0.069	0.014	0.03	0.051	0.1	0.016	0.02	0.203	0.072	0.034	0.068	7	Thu39	0.068	Thu36	TRUE	0.1 < p < 0.25	6
1719	Thu25	0.057	0.009	0.032	0.03	0.106	0.086	0.04	0.056	0.012	0.135	0.016	0.011	0.076	0.044	0.078	0.007	0.05	0.048	0.06	0.049	7	Thu38	0.06	Thu29	TRUE	0.1 < p < 0.25	6
1720	Thu20	0.04	0.008	0.051	0.032	0.009	0.06	0.037	0.132	0.006	0.068	0.009	0.009	0.089	0.087	0.047	0.019	0.071	0.081	0.081	0.065	7	Thu36	0.071	Thu27	TRUE	0.1 < p < 0.25	6
1722	Thu26	0.053	0.031	0.077	0.029	0.008	0.073	0.063	0.101	0.031	0.06	0.042	0.017	0.061	0.048	0.05	0.011	0.021	0.063	0.049	0.111	7	Thu37	0.063	Thu39	TRUE	0.1 < p < 0.25	6
1723	Thu26	0.081	0.014	0.05	0.028	0.009	0.018	0.042	0.155	0.013	0.143	0.015	0.011	0.027	0.048	0.027	0.013	0.063	0.061	0.053	0.127	7	Thu37	0.061	Thu27	TRUE	0.1 < p < 0.25	6
1724	Thu37	0.059	0.017	0.047	0.021	0.008	0.041	0.065	0.17	0.014	0.059	0.019	0.013	0.061	0.055	0.053	0.024	0.045	0.086	0.062	0.082	7	Thu32	0.061	Thu27	TRUE	0.1 < p < 0.25	6
1725	Thu32	0.036	0.033	0.029	0.02	0.011	0.038	0.028	0.085	0.023	0.047	0.046	0.033	0.23	0.077	0.019	0.042	0.049	0.051	0.056	0.046	7	Thu36	0.049	Thu32	TRUE	0.1 < p < 0.25	6
1728	Thu33	0.097	0.013	0.033	0.021	0.01	0.038	0.03	0.051	0.01	0.044	0.016	0.011	0.056	0.256	0.025	0.02	0.027	0.146	0.055	0.041	7	Thu27	0.051	Thu33	TRUE	0.25 < p < 0.5	6
1729	Thu33	0.048	0.016	0.049	0.024	0.013	0.048	0.043	0.095	0.012	0.074	0.017	0.012	0.088	0.108	0.035	0.018	0.056	0.075	0.113	0.058	7	Thu29	0.074	Thu38	TRUE	0.1 < p < 0.25	6
1730	Thu22	0.075	0.02	0.044	0.033	0.016	0.089	0.06	0.07	0.011	0.111	0.023	0.013	0.08	0.075	0.037	0.02	0.038	0.061	0.056	0.067	7	Thu27	0.07	Thu29	TRUE	0.1 < p < 0.25	6
1735	Thu26	0.046	0.013	0.034	0.04	0.008	0.052	0.021	0.052	0.011	0.056	0.017	0.013	0.079	0.104	0.02	0.055	0.077	0.092	0.148	0.062	7	Thu39	0.062	Thu38	TRUE	0.1 < p < 0.25	6
1737	Thu26	0.126	0.015	0.042	0.032	0.012	0.025	0.039	0.09	0.015	0.158	0.017	0.009	0.027	0.051	0.034	0.018	0.066	0.066	0.058	0.101	7	Thu37	0.066	Thu29	TRUE	0.1 < p < 0.25	6
1738	Thu28	0.005	0.229	0.005	0.005	0.011	0.005	0.006	0.005	0.255	0.005	0.417	0.008	0.005	0.005	0.005	0.008	0.005	0.005	0.005	0.005	7	Thu35	0.008	Thu30	TRUE	0.25 < p < 0.5	6
1739	Thu33	0.065	0.012	0.047	0.02	0.013	0.057	0.052	0.103	0.011	0.097	0.02	0.01	0.124	0.046	0.024	0.018	0.038	0.075	0.082	0.084	7	Thu37	0.075	Thu32	TRUE	0.1 < p < 0.25	6
1740	Thu22	0.053	0.028	0.036	0.029	0.01	0.045	0.029	0.047	0.029	0.063	0.085	0.012	0.118	0.095	0.014	0.027	0.046	0.08	0.082	0.071	7	Thu39	0.071	Thu32	TRUE	0.1 < p < 0.25	6
